Altium Designer Pick and Place Locations
E:\OneDrive\EAGLE\projects\Sep-Nov_21\LIME_SDR_USB(update)\plug\1v4\Project Outputs for LimeSDR-USB_1v4\Pick Place for LimeSDR-USB_1v4.csv

========================================================================================================================
File Design Information:

Date:       11/11/21
Time:       00:15
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C314","10nF, 10%","BottomLayer","CAP0402","930.118","1414.370","270",""
"C315","10nF, 10%","BottomLayer","CAP0402","1051.181","1193.898","180",""
"C316","10nF, 10%","BottomLayer","CAP0402","1051.181","1154.528","180",""
"C317","10nF, 10%","BottomLayer","CAP0402","916.338","943.898","90",""
"C318","10nF, 10%","BottomLayer","CAP0402","787.402","1287.402","180",""
"C319","10nF, 10%","BottomLayer","CAP0402","647.638","1406.496","270",""
"C320","10nF, 10%","BottomLayer","CAP0402","787.402","1097.441","180",""
"C337","100pF, 50V","BottomLayer","CAP0402","1076.772","1935.039","0",""
"FR43","600R, 2A","BottomLayer","RES0805","470.472","1262.795","90",""
"FR42","600R, 2A","BottomLayer","RES0805","538.386","1262.795","90",""
"FR44","600R, 2A","BottomLayer","RES0805","431.102","970.472","180",""
"FR45","600R, 2A","BottomLayer","RES0805","432.087","1083.661","180",""
"FR46","600R, 2A","BottomLayer","RES0805","341.535","1137.795","270",""
"FR47","600R, 2A","BottomLayer","RES0805","410.433","1283.465","90",""
"FR40","600R, 2A","BottomLayer","RES0805","505.906","633.858","90",""
"FR41","600R, 2A","BottomLayer","RES0805","621.063","761.811","90",""
"IC2","M24128","BottomLayer","24FC512","1764.764","664.370","0","M24128"
"IC3","24FC512","BottomLayer","24FC512","1453.740","664.370","0","24FC512"
"IC15","M25P40","BottomLayer","M25P40-VMN6TPB_SO8N","944.882","687.008","270",""
"IC10","M25P16","BottomLayer","M25P40-VMN6TPB_SO8N","1380.906","427.165","0",""
"IC8","EP4CE40F23C8N","TopLayer","FBGA484_A-240","1730.315","1183.071","180","IC FPGA 328 I/O 484FBGA"
"J17","Jumper","TopLayer","HDR_1X2_HALF_PITCH","207.284","1539.370","270",""
"J11","FPGA JTAG","TopLayer","SWD_10_PIN","796.260","2161.418","270","Header, 5-Pin, Dual row"
"IC30","AP7361-FGE","BottomLayer","AP7361","2335.630","871.063","180",""
"R206","806R, 1%","BottomLayer","RES0402","1171.693","284.882","0",""
"R72","0R","TopLayer","RES0402","344.488","1484.252","0",""
"R1","10k, 1%","BottomLayer","RES0402","1715.551","754.921","180",""
"R3","10k, 1%","BottomLayer","RES0402","1750.000","828.740","270",""
"R2","10k, 1%","BottomLayer","RES0402","1763.779","921.260","90",""
"IC32","AP7361-FGE","TopLayer","AP7361","1984.252","2141.732","0",""
"IC33","AP7361-FGE","BottomLayer","AP7361","2328.740","1506.890","270",""
"IC34","AP7361-FGE","BottomLayer","AP7361","994.488","297.677","180",""
"R172","0R","BottomLayer","RES0805","446.850","468.504","90",""
"R12","2k2, 1%","BottomLayer","RES0402","1870.079","571.850","180",""
"R13","2k2, 1%","BottomLayer","RES0402","1787.402","571.850","180",""
"R27","0R","BottomLayer","RES0402","2706.693","1014.764","0",""
"R87","22R","TopLayer","ChipResistorArray","1170.275","1412.401","0",""
"R89","22R","TopLayer","ChipResistorArray","1080.709","1612.204","0",""
"R91","22R","TopLayer","ChipResistorArray","1170.275","1509.842","0",""
"R96","22R","TopLayer","ChipResistorArray","1170.275","1313.976","0",""
"R98","22R","TopLayer","RES0402","1061.024","1363.189","180",""
"R99","22R","BottomLayer","RES0402","1186.024","631.890","0",""
"R100","22R","BottomLayer","ChipResistorArray","1186.024","700.787","0",""
"R125","10k, 1%","BottomLayer","RES0402","627.953","938.976","90",""
"R101","22R","BottomLayer","ChipResistorArray","1186.024","891.732","0",""
"R127","10k, 1%","BottomLayer","RES0402","635.687","1097.441","0",""
"R128","10k, 1%","BottomLayer","RES0402","935.039","1040.354","180",""
"R115","10k, 1%","BottomLayer","RES0402","975.394","944.882","90",""
"R116","10k, 1%","BottomLayer","RES0402","1017.716","944.882","90",""
"R117","10k, 1%","BottomLayer","RES0402","993.110","1069.882","90",""
"R102","22R","BottomLayer","ChipResistorArray","1186.024","795.275","0",""
"R119","10k, 1%","BottomLayer","RES0402","1097.441","1014.764","0",""
"R93","6.04K, 1%","BottomLayer","RES0402","727.362","1414.370","270",""
"R118","100K","TopLayer","RES0402","715.551","1458.661","90",""
"R95","200R, 1%","BottomLayer","RES0402","722.441","1136.811","180",""
"R114","100K","BottomLayer","RES0402","960.630","522.638","0",""
"R121","4K7","BottomLayer","RES0402","825.787","704.725","90",""
"R123","4K7","BottomLayer","RES0402","877.953","522.638","0",""
"R126","4K7","BottomLayer","RES0402","1065.945","687.992","90",""
"R70","4K7","BottomLayer","RES0402","1348.425","301.181","180",""
"R71","4K7","BottomLayer","RES0402","1431.102","301.181","0",""
"R73","4K7","BottomLayer","RES0402","1380.906","555.118","180",""
"SW1","Switch, tactile","TopLayer","SW_TACTILE","838.583","1455.709","0",""
"XT1","19.2MHz","BottomLayer","CRYSTAL_4-LCC_v2","411.417","822.835","180","Oscillator Crystal 19.2 MHz"
"IC22","AD5601BKSZ-REEL7","TopLayer","AD5601_SOT23-6","812.992","1668.307","90","Single 8-Bit nanoDAC with SPI Interface in LFCSP and SC70, 2.7 to 5.5 V, <100 uA, -40 to +125 degC, KS-6, Pb-Free, Reel"
"IC12","AS4C64M16D2-25BCN","BottomLayer","AS4C64M16D2","1502.953","1928.150","90",""
"IC11","AS4C64M16D2-25BCN","BottomLayer","AS4C64M16D2","2035.433","1928.149","270",""
"IC29","RT9026","TopLayer","MSOP10","1483.268","2214.567","0",""
"C402","4.7uF, 6.3V","TopLayer","CAP0402","1757.874","2191.929","0",""
"C398","4.7uF, 6.3V","BottomLayer","CAP0402","2358.268","963.583","0",""
"FR56","600R, 2A","TopLayer","RES0805","539.370","343.504","270",""
"R191","0R","TopLayer","RES0402","1776.575","2130.906","90",""
"R189","750R, 1%","BottomLayer","RES0402","2437.992","849.409","270",""
"R194","560R, 1%","BottomLayer","RES0402","2316.929","1624.016","180",""
"C261","100nF, 16V","BottomLayer","CAP0402","1473.425","2132.874","90",""
"C257","100nF, 16V","BottomLayer","CAP0402","1375.984","2131.890","90",""
"C251","100nF, 16V","BottomLayer","CAP0402","1660.433","1723.425","270",""
"C246","100nF, 16V","BottomLayer","CAP0402","1518.701","1722.441","270",""
"C236","100nF, 16V","BottomLayer","CAP0402","1798.228","1721.457","270",""
"C232","100nF, 16V","BottomLayer","CAP0402","1791.339","2147.638","90",""
"C226","100nF, 16V","TopLayer","CAP0402","1807.087","1968.504","180",""
"C262","100nF, 16V","BottomLayer","CAP0402","1312.992","1723.425","270",""
"C258","100nF, 16V","TopLayer","CAP0402","1737.205","1727.362","270",""
"C252","100nF, 16V","TopLayer","CAP0402","1795.276","1727.362","270",""
"C247","100nF, 16V","BottomLayer","CAP0402","1613.189","1723.425","270",""
"C237","100nF, 16V","BottomLayer","CAP0402","2240.157","2132.874","90",""
"C233","100nF, 16V","BottomLayer","CAP0402","1892.716","2131.890","90",""
"C227","100nF, 16V","TopLayer","CAP0402","1828.740","1904.528","90",""
"C263","100nF, 16V","BottomLayer","CAP0402","1226.378","1753.937","270",""
"C259","100nF, 16V","TopLayer","CAP0402","1643.701","1956.693","270",""
"C253","100nF, 16V","TopLayer","CAP0402","1632.874","1883.858","180",""
"C248","100nF, 16V","TopLayer","CAP0402","1545.276","1900.591","90",""
"C238","100nF, 16V","BottomLayer","CAP0402","2337.598","2013.780","0",""
"C234","100nF, 16V","BottomLayer","CAP0402","2055.118","1721.457","270",""
"C228","100nF, 16V","BottomLayer","CAP0402","2167.323","1721.457","270",""
"C264","100nF, 16V","BottomLayer","CAP0402","1560.040","2132.874","90",""
"C260","100nF, 16V","BottomLayer","CAP0402","1744.095","2133.858","90",""
"C254","100nF, 16V","BottomLayer","CAP0402","1675.197","2132.874","90",""
"C249","100nF, 16V","BottomLayer","CAP0402","1613.189","2132.874","90",""
"C239","100nF, 16V","BottomLayer","CAP0402","1988.189","2132.874","90",""
"C235","100nF, 16V","BottomLayer","CAP0402","1933.071","2131.890","90",""
"C229","100nF, 16V","BottomLayer","CAP0402","1850.394","2131.890","90",""
"C269","100nF, 16V","TopLayer","CAP0402","1502.953","1900.591","90",""
"C265","10uF, 6.3V","BottomLayer","CAP0603","1428.150","2146.653","270",""
"C268","100nF, 16V","BottomLayer","CAP0402","1735.236","1705.709","270",""
"C266","4.7uF, 6.3V","TopLayer","CAP0402","1778.543","2048.228","90",""
"C267","1uF, 10V","BottomLayer","CAP0402","1454.724","1723.425","90",""
"C242","1uF, 10V","TopLayer","CAP0402","1767.716","1881.890","0",""
"J20","Mating Diameter: 1.30mm ID (0.051"), 3.50mm OD (0.138")","TopLayer","CONN_PWR_JACK_V4","129.921","373.031","90","Mating Diameter: 1.30mm ID (0.051"), 3.50mm OD (0.138")"
"R85","100R, 1%","TopLayer","RES0402","1602.362","1956.693","90",""
"R86","100R, 1%","TopLayer","RES0402","1700.787","1956.693","90",""
"R79","100R, 1%","TopLayer","RES0402","1895.669","1771.653","90",""
"R80","100R, 1%","TopLayer","RES0402","1751.968","1795.276","0",""
"R171","249R, 1%","BottomLayer","RES0402","244.094","1771.653","180",""
"C359","100nF, 16V","BottomLayer","CAP0402","925.197","1661.417","270",""
"C360","100nF, 16V","BottomLayer","CAP0402","892.717","1794.291","180",""
"C334","1uF, 10V","TopLayer","CAP0402","1063.976","1882.874","0",""
"C326","1uF, 10V","BottomLayer","CAP0402","500.000","1720.473","90",""
"C342","100nF, 16V","TopLayer","CAP0402","903.543","1695.866","0",""
"IC9","TS3A5018PWR","TopLayer","TS3A5018PWR","1141.732","2189.961","0","TS3A5018PWR"
"IC19","SC18IS602B","TopLayer","SC18IS602B_TSSOP16","768.701","167.323","0",""
"IC17","MAX7322","BottomLayer","MAX7322ATE_QFN16","91.536","1775.591","0",""
"R97","22R","BottomLayer","ChipResistorArray","1216.535","1143.701","180",""
"R88","22R","TopLayer","ChipResistorArray","1170.276","1076.771","180",""
"R90","22R","TopLayer","ChipResistorArray","1170.276","1214.566","180",""
"R94","22R","BottomLayer","ChipResistorArray","1216.535","1009.843","180",""
"R55","10k, 1%","BottomLayer","RES0402","799.213","2187.008","180",""
"R62","1k, 1%","BottomLayer","RES0402","836.614","2261.811","0",""
"R58","10k, 1%","BottomLayer","RES0402","745.079","2125.984","90",""
"R150","0R","TopLayer","RES0402","883.858","1773.622","180",""
"R157","0R","BottomLayer","RES0402","797.657","1867.831","270",""
"IC13","CYUSB3014-BZXC","TopLayer","CYP-BZX121","816.929","1182.087","90","EZ-USB(R) FX3: SuperSpeed USB Controller, 512 KB, 60 I/Os, 0 to 70 degC, 121-Pin FBGA (BZX121)"
"C281","100nF, 16V","TopLayer","CAP0402","961.614","167.323","0",""
"C282","100nF, 16V","BottomLayer","CAP0402","70.866","1572.835","270",""
"R131","1k, 1%","TopLayer","RES0402","941.929","108.268","90",""
"R129","10k, 1%","TopLayer","RES0402","588.583","141.731","90",""
"R74","0R","TopLayer","RES0402","324.803","1547.244","270",""
"R64","0R","BottomLayer","RES0402","353.346","1469.488","90",""
"R66","10k, 1%","BottomLayer","RES0402","1162.402","2251.968","90",""
"R132","10k, 1%","BottomLayer","RES0402","76.772","1673.228","180",""
"J12","FPGA GPIO","TopLayer","SWD_10_PIN","399.606","2162.402","270","Header, 5-Pin, Dual row"
"R61","0R","BottomLayer","RES0402","335.630","2223.425","0",""
"R63","0R","BottomLayer","RES0402","355.315","2160.433","90",""
"R68","22R","BottomLayer","RES0402","1135.827","2180.118","0",""
"R160","10k, 1%","BottomLayer","RES0402","463.583","2159.449","90",""
"R170","100R, 1%","BottomLayer","RES0402","329.725","1587.598","0",""
"R168","100R, 1%","BottomLayer","RES0402","138.780","1593.504","90",""
"R169","100R, 1%","BottomLayer","RES0402","103.347","1877.953","0",""
"C116","10uF, 6.3V","BottomLayer","CAP0603","1639.764","1347.441","0",""
"C117","4.7uF, 6.3V","BottomLayer","CAP0402","1511.811","1301.181","90",""
"C115","220uF, 4V","BottomLayer","CAP1206","1865.157","1010.827","90",""
"C120","220uF, 4V","BottomLayer","CAP1206","1358.268","966.535","0",""
"C118","1uF, 10V","BottomLayer","CAP0402","1729.331","1281.496","180",""
"C123","1uF, 10V","BottomLayer","CAP0402","1986.220","1418.307","90",""
"C181","100nF, 16V","BottomLayer","CAP0402","1966.535","1241.142","180",""
"C180","100nF, 16V","BottomLayer","CAP0402","2101.378","1416.339","0",""
"C178","100nF, 16V","BottomLayer","CAP0402","1297.244","1596.457","180",""
"C171","100nF, 16V","BottomLayer","CAP0402","1417.323","1242.126","180",""
"C176","100nF, 16V","BottomLayer","CAP0402","1552.165","1419.291","270",""
"C175","100nF, 16V","BottomLayer","CAP0402","2064.961","1617.126","90",""
"C174","100nF, 16V","BottomLayer","CAP0402","1828.740","1418.307","270",""
"C173","100nF, 16V","BottomLayer","CAP0402","1712.598","1576.772","90",""
"C172","100nF, 16V","BottomLayer","CAP0402","1828.740","1537.402","90",""
"C170","100nF, 16V","BottomLayer","CAP0402","2083.661","888.779","0",""
"C169","100nF, 16V","BottomLayer","CAP0402","2083.661","928.150","0",""
"C168","100nF, 16V","BottomLayer","CAP0402","2045.276","1044.291","0",""
"C167","100nF, 16V","BottomLayer","CAP0402","2045.276","1123.032","0",""
